IDCLI;IDVENDEDOR;PCOD;QTDVENDA;MVALOR3;VLVENDA;TENDENCIA;QP_AMAIS;QP_AMENOS;VB1;VB2;V_AMAIS;V_AMENOS;V_META;V_PROJ;TENDENCIA;A1A2;Q1;Q2;Q3;Q4;Q1A;Q2A;Q3A;Q4A;V1;V2;V3;V4;V1A;V2A;V3A;V4A
2905;3;244;0;0;0;"4";0;5;124.50;0;0;124.50;124.50;124.50;"4";"?";0;5;0;0;0;0;0;0;0;124.50;0;0;0;0;0;0
2905;3;246;0;0;0;"4";0;5;124.50;0;0;124.50;124.50;124.50;"4";"?";0;5;0;0;0;0;0;0;0;124.50;0;0;0;0;0;0
2905;3;248;0;0;0;"4";0;5;124.50;0;0;124.50;124.50;124.50;"4";"?";0;5;0;0;0;0;0;0;0;124.50;0;0;0;0;0;0
2905;3;250;0;0;0;"4";0;5;124.50;0;0;124.50;124.50;124.50;"4";"?";0;5;0;0;0;0;0;0;0;124.50;0;0;0;0;0;0
2906;53;40;0;0;0;"4";0;2;70.22;0;0;70.22;70.22;70.22;"4";"?";0;2;0;0;0;0;0;0;0;70.22;0;0;0;0;0;0
2906;53;160;0;0;0;"4";0;1;47.20;0;0;47.20;47.20;47.20;"4";"?";0;1;0;0;0;0;0;0;0;47.20;0;0;0;0;0;0
2906;53;163;0;0;0;"4";0;4;251.62;0;0;251.62;251.62;251.62;"4";"?";0;4;0;0;0;0;0;0;0;251.62;0;0;0;0;0;0
2906;53;244;0;0;0;"4";0;2;100.85;0;0;100.85;100.85;100.85;"4";"?";0;2;0;0;0;0;0;0;0;100.85;0;0;0;0;0;0
2906;53;246;0;0;0;"4";0;1;50.41;0;0;50.41;50.41;50.41;"4";"?";0;1;0;0;0;0;0;0;0;50.41;0;0;0;0;0;0
2906;53;248;0;0;0;"4";0;1;50.41;0;0;50.41;50.41;50.41;"4";"?";0;1;0;0;0;0;0;0;0;50.41;0;0;0;0;0;0
2906;53;376;0;0;0;"4";0;1;28.07;0;0;28.07;28.07;28.07;"4";"?";0;1;0;0;0;0;0;0;0;28.07;0;0;0;0;0;0
2906;53;389;0;0;0;"4";0;2;116.51;0;0;116.51;116.51;116.51;"4";"?";0;2;0;0;0;0;0;0;0;116.51;0;0;0;0;0;0
2906;53;544;0;0;0;"4";0;1;100.51;0;0;100.51;100.51;100.51;"4";"?";0;1;0;0;0;0;0;0;0;100.51;0;0;0;0;0;0
2906;53;3284;0;0;0;"4";0;2;178.26;0;0;178.26;178.26;178.26;"4";"?";0;2;0;0;0;0;0;0;0;178.26;0;0;0;0;0;0
2907;54;163;0;0;0;"2";6;0;0;361.50;361.50;0;361.50;361.50;"2";"?";0;0;6;0;0;0;0;0;0;0;361.50;0;0;0;0;0
2907;54;178;0;0;0;"2";1;0;0;60.08;60.08;0;60.08;60.08;"2";"?";0;0;1;0;0;0;0;0;0;0;60.08;0;0;0;0;0
2907;54;180;0;0;0;"1";1;0;67;120.18;53.18;0;133.48;133.48;"1";"+";1;0;2;0;0;0;0;0;67;0;120.18;0;0;0;0;0
2907;54;181;0;0;0;"1";1;0;67;120.17;53.17;0;133.46;133.46;"1";"+";1;0;2;0;0;0;0;0;67;0;120.17;0;0;0;0;0
2907;54;182;0;0;0;"2";2;0;0;120.17;120.17;0;120.17;120.17;"2";"?";0;0;2;0;0;0;0;0;0;0;120.17;0;0;0;0;0
2907;54;183;0;0;0;"2";2;0;0;120.18;120.18;0;120.18;120.18;"2";"?";0;0;2;0;0;0;0;0;0;0;120.18;0;0;0;0;0
2907;54;184;0;0;0;"1";3;0;67;240.35;173.35;0;283.69;283.69;"1";"+";1;0;4;0;0;0;0;0;67;0;240.35;0;0;0;0;0
2907;54;593;0;0;0;"1";3;0;67;240.36;173.36;0;283.70;283.70;"1";"+";1;0;4;0;0;0;0;0;67;0;240.36;0;0;0;0;0
2907;54;650;0;0;0;"2";1;0;0;60.08;60.08;0;60.08;60.08;"2";"?";0;0;1;0;0;0;0;0;0;0;60.08;0;0;0;0;0
2907;54;651;0;0;0;"1";1;0;67;120.17;53.17;0;133.46;133.46;"1";"+";1;0;2;0;0;0;0;0;67;0;120.17;0;0;0;0;0
2907;54;3305;0;0;0;"1";1;0;67;120.19;53.19;0;133.49;133.49;"1";"+";1;0;2;0;0;0;0;0;67;0;120.19;0;0;0;0;0
2907;54;3306;0;0;0;"2";2;0;0;120.17;120.17;0;120.17;120.17;"2";"?";0;0;2;0;0;0;0;0;0;0;120.17;0;0;0;0;0
2908;3;23;0;0;0;"4";0;14;1216.93;0;0;1216.93;1216.93;1216.93;"4";"?";14;0;0;0;0;0;0;0;1216.93;0;0;0;0;0;0;0
2908;3;24;0;0;0;"4";0;10;869.24;0;0;869.24;869.24;869.24;"4";"?";10;0;0;0;0;0;0;0;869.24;0;0;0;0;0;0;0
2908;3;25;0;0;0;"4";0;6;521.54;0;0;521.54;521.54;521.54;"4";"?";6;0;0;0;0;0;0;0;521.54;0;0;0;0;0;0;0
2908;3;26;0;0;0;"4";0;6;521.55;0;0;521.55;521.55;521.55;"4";"?";6;0;0;0;0;0;0;0;521.55;0;0;0;0;0;0;0
2908;3;37;0;0;0;"4";0;5;150.45;0;0;150.45;150.45;150.45;"4";"?";0;5;0;0;0;0;0;0;0;150.45;0;0;0;0;0;0
2908;3;38;0;0;0;"4";0;1;30.08;0;0;30.08;30.08;30.08;"4";"?";0;1;0;0;0;0;0;0;0;30.08;0;0;0;0;0;0
2908;3;40;0;0;0;"4";0;2;60.17;0;0;60.17;60.17;60.17;"4";"?";0;2;0;0;0;0;0;0;0;60.17;0;0;0;0;0;0
2908;3;171;0;0;0;"4";0;36;2265.04;0;0;2265.04;2265.04;2265.04;"4";"?";36;0;0;0;0;0;0;0;2265.04;0;0;0;0;0;0;0
2908;3;241;0;0;0;"2";24;0;0;166.13;166.13;0;166.13;166.13;"2";"?";0;0;24;0;0;0;0;0;0;0;166.13;0;0;0;0;0
2908;3;341;0;0;0;"2";2;0;0;37.93;37.93;0;37.93;37.93;"2";"?";0;0;2;0;0;0;0;0;0;0;37.93;0;0;0;0;0
2908;3;343;0;0;0;"2";2;0;0;37.92;37.92;0;37.92;37.92;"2";"?";0;0;2;0;0;0;0;0;0;0;37.92;0;0;0;0;0
2908;3;871;0;0;0;"2";3;0;0;315.72;315.72;0;315.72;315.72;"2";"?";0;0;3;0;0;0;0;0;0;0;315.72;0;0;0;0;0
2908;3;872;0;0;0;"2";3;0;0;315.72;315.72;0;315.72;315.72;"2";"?";0;0;3;0;0;0;0;0;0;0;315.72;0;0;0;0;0
2908;3;1021;0;0;0;"2";4;0;0;204.25;204.25;0;204.25;204.25;"2";"?";0;0;4;0;0;0;0;0;0;0;204.25;0;0;0;0;0
2908;3;1026;0;0;0;"2";4;0;0;320.63;320.63;0;320.63;320.63;"2";"?";0;0;4;0;0;0;0;0;0;0;320.63;0;0;0;0;0
2915;54;1055;0;0;0;"2";6;0;0;86.29;86.29;0;86.29;86.29;"2";"?";0;0;6;0;0;0;0;0;0;0;86.29;0;0;0;0;0
2915;54;1078;0;0;0;"2";6;0;0;86.31;86.31;0;86.31;86.31;"2";"?";0;0;6;0;0;0;0;0;0;0;86.31;0;0;0;0;0
2915;54;1090;0;0;0;"2";6;0;0;86.29;86.29;0;86.29;86.29;"2";"?";0;0;6;0;0;0;0;0;0;0;86.29;0;0;0;0;0
2915;54;1123;0;0;0;"2";6;0;0;86.29;86.29;0;86.29;86.29;"2";"?";0;0;6;0;0;0;0;0;0;0;86.29;0;0;0;0;0
2917;61;13;0;0;0;"4";0;2;199.09;0;0;199.09;199.09;199.09;"4";"?";0;2;0;0;0;0;0;0;0;199.09;0;0;0;0;0;0
2917;61;14;0;0;0;"4";0;2;199.10;0;0;199.10;199.10;199.10;"4";"?";0;2;0;0;0;0;0;0;0;199.10;0;0;0;0;0;0
2917;61;15;0;0;0;"4";0;2;199.10;0;0;199.10;199.10;199.10;"4";"?";0;2;0;0;0;0;0;0;0;199.10;0;0;0;0;0;0
2917;61;23;0;0;0;"4";0;5;422.53;0;0;422.53;422.53;422.53;"4";"?";0;5;0;0;0;0;0;0;0;422.53;0;0;0;0;0;0
2917;61;88;0;0;0;"4";0;3;383.22;0;0;383.22;383.22;383.22;"4";"?";0;3;0;0;0;0;0;0;0;383.22;0;0;0;0;0;0
2918;59;23;0;0;0;"2";2;0;0;170.72;170.72;0;170.72;170.72;"2";"?";0;0;2;0;0;0;0;0;0;0;170.72;0;0;0;0;0
2918;59;24;0;0;0;"2";1;0;0;80.37;80.37;0;80.37;80.37;"2";"?";0;0;1;0;0;0;0;0;0;0;80.37;0;0;0;0;0
2918;59;25;0;0;0;"2";1;0;0;80.37;80.37;0;80.37;80.37;"2";"?";0;0;1;0;0;0;0;0;0;0;80.37;0;0;0;0;0
2918;59;26;0;0;0;"2";1;0;0;90.35;90.35;0;90.35;90.35;"2";"?";0;0;1;0;0;0;0;0;0;0;90.35;0;0;0;0;0
2918;59;36;0;0;0;"2";1;0;0;29.07;29.07;0;29.07;29.07;"2";"?";0;0;1;0;0;0;0;0;0;0;29.07;0;0;0;0;0
2918;59;37;0;0;0;"2";1;0;0;29.06;29.06;0;29.06;29.06;"2";"?";0;0;1;0;0;0;0;0;0;0;29.06;0;0;0;0;0
2918;59;40;0;0;0;"2";1;0;0;29.07;29.07;0;29.07;29.07;"2";"?";0;0;1;0;0;0;0;0;0;0;29.07;0;0;0;0;0
2918;59;163;0;0;0;"2";7;0;0;455.69;455.69;0;455.69;455.69;"2";"?";0;0;7;0;0;0;0;0;0;0;455.69;0;0;0;0;0
2918;59;203;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2918;59;475;0;0;0;"2";1;0;0;59.17;59.17;0;59.17;59.17;"2";"?";0;0;1;0;0;0;0;0;0;0;59.17;0;0;0;0;0
2918;59;476;0;0;0;"2";1;0;0;59.19;59.19;0;59.19;59.19;"2";"?";0;0;1;0;0;0;0;0;0;0;59.19;0;0;0;0;0
2918;59;542;0;0;0;"2";1;0;0;100.39;100.39;0;100.39;100.39;"2";"?";0;0;1;0;0;0;0;0;0;0;100.39;0;0;0;0;0
2918;59;547;0;0;0;"2";1;0;0;100.39;100.39;0;100.39;100.39;"2";"?";0;0;1;0;0;0;0;0;0;0;100.39;0;0;0;0;0
2918;59;930;0;0;0;"2";3;0;0;271.28;271.28;0;271.28;271.28;"2";"?";0;0;3;0;0;0;0;0;0;0;271.28;0;0;0;0;0
2918;59;1067;0;0;0;"2";5;0;0;326;326;0;326;326;"2";"?";0;0;5;0;0;0;0;0;0;0;326;0;0;0;0;0
2918;59;1114;0;0;0;"2";1;0;0;68.84;68.84;0;68.84;68.84;"2";"?";0;0;1;0;0;0;0;0;0;0;68.84;0;0;0;0;0
2918;59;1116;0;0;0;"2";1;0;0;68.84;68.84;0;68.84;68.84;"2";"?";0;0;1;0;0;0;0;0;0;0;68.84;0;0;0;0;0
2920;59;160;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2920;59;163;0;0;0;"4";0;25;1756.35;0;0;1756.35;1756.35;1756.35;"4";"?";25;0;0;0;0;0;0;0;1756.35;0;0;0;0;0;0;0
2920;59;242;0;0;0;"4";0;2;100.60;0;0;100.60;100.60;100.60;"4";"?";0;2;0;0;0;0;0;0;0;100.60;0;0;0;0;0;0
2920;59;244;0;0;0;"4";0;2;100.60;0;0;100.60;100.60;100.60;"4";"?";0;2;0;0;0;0;0;0;0;100.60;0;0;0;0;0;0
2920;59;248;0;0;0;"4";0;3;150.90;0;0;150.90;150.90;150.90;"4";"?";0;3;0;0;0;0;0;0;0;150.90;0;0;0;0;0;0
2920;59;250;0;0;0;"4";0;3;150.90;0;0;150.90;150.90;150.90;"4";"?";0;3;0;0;0;0;0;0;0;150.90;0;0;0;0;0;0
2921;13;163;0;0;0;"4";0;27;1773.90;0;0;1773.90;886.95;886.95;"4";"-";15;12;0;0;0;0;0;0;1054.14;719.76;0;0;0;0;0;0
2921;13;180;0;0;0;"4";0;1;67.26;0;0;67.26;67.26;67.26;"4";"?";1;0;0;0;0;0;0;0;67.26;0;0;0;0;0;0;0
2921;13;182;0;0;0;"4";0;1;66.99;0;0;66.99;66.99;66.99;"4";"?";0;1;0;0;0;0;0;0;0;66.99;0;0;0;0;0;0
2921;13;184;0;0;0;"4";0;1;66.99;0;0;66.99;66.99;66.99;"4";"?";0;1;0;0;0;0;0;0;0;66.99;0;0;0;0;0;0
2921;13;226;0;0;0;"4";0;1;25.73;0;0;25.73;25.73;25.73;"4";"?";0;1;0;0;0;0;0;0;0;25.73;0;0;0;0;0;0
2921;13;227;0;0;0;"4";0;1;25.74;0;0;25.74;25.74;25.74;"4";"?";0;1;0;0;0;0;0;0;0;25.74;0;0;0;0;0;0
2921;13;273;0;0;0;"4";0;1;67.98;0;0;67.98;67.98;67.98;"4";"?";0;1;0;0;0;0;0;0;0;67.98;0;0;0;0;0;0
2921;13;274;0;0;0;"4";0;1;67.98;0;0;67.98;67.98;67.98;"4";"?";0;1;0;0;0;0;0;0;0;67.98;0;0;0;0;0;0
2921;13;3015;0;0;0;"4";0;1;25.74;0;0;25.74;25.74;25.74;"4";"?";0;1;0;0;0;0;0;0;0;25.74;0;0;0;0;0;0
2921;13;3306;0;0;0;"4";0;1;66.99;0;0;66.99;66.99;66.99;"4";"?";0;1;0;0;0;0;0;0;0;66.99;0;0;0;0;0;0
2922;13;163;0;0;0;"4";0;6;421.99;0;0;421.99;421.99;421.99;"4";"?";6;0;0;0;0;0;0;0;421.99;0;0;0;0;0;0;0
2922;13;180;0;0;0;"4";0;1;67.31;0;0;67.31;67.31;67.31;"4";"?";1;0;0;0;0;0;0;0;67.31;0;0;0;0;0;0;0
2923;64;72;0;0;0;"4";0;2;35.22;0;0;35.22;35.22;35.22;"4";"?";0;2;0;0;0;0;0;0;0;35.22;0;0;0;0;0;0
2923;64;163;0;0;0;"4";0;22;1453.98;0;0;1453.98;1453.98;1453.98;"4";"?";0;22;0;0;0;0;0;0;0;1453.98;0;0;0;0;0;0
2923;64;170;0;0;0;"4";0;2;88.79;0;0;88.79;88.79;88.79;"4";"?";0;2;0;0;0;0;0;0;0;88.79;0;0;0;0;0;0
2923;64;171;0;0;0;"4";0;2;132.05;0;0;132.05;132.05;132.05;"4";"?";0;2;0;0;0;0;0;0;0;132.05;0;0;0;0;0;0
2923;64;500;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2923;64;548;0;0;0;"4";0;1;94.62;0;0;94.62;94.62;94.62;"4";"?";0;1;0;0;0;0;0;0;0;94.62;0;0;0;0;0;0
2926;53;23;0;0;0;"4";0;1;100.27;0;0;100.27;100.27;100.27;"4";"?";0;1;0;0;0;0;0;0;0;100.27;0;0;0;0;0;0
2926;53;25;0;0;0;"4";0;1;100.27;0;0;100.27;100.27;100.27;"4";"?";0;1;0;0;0;0;0;0;0;100.27;0;0;0;0;0;0
2926;53;163;0;0;0;"4";0;7;491.13;0;0;491.13;491.13;491.13;"4";"?";0;7;0;0;0;0;0;0;0;491.13;0;0;0;0;0;0
2926;53;203;0;0;0;"4";0;2;112.19;0;0;112.19;112.19;112.19;"4";"?";0;2;0;0;0;0;0;0;0;112.19;0;0;0;0;0;0
2928;59;160;0;0;0;"4";0;6;282.92;0;0;282.92;282.92;282.92;"4";"?";6;0;0;0;0;0;0;0;282.92;0;0;0;0;0;0;0
2928;59;170;0;0;0;"2";2;0;0;100.47;100.47;0;100.47;100.47;"2";"?";0;0;2;0;0;0;0;0;0;0;100.47;0;0;0;0;0
2928;59;203;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2928;59;245;0;0;0;"4";0;1;97.29;0;0;97.29;97.29;97.29;"4";"?";1;0;0;0;0;0;0;0;97.29;0;0;0;0;0;0;0
2928;59;248;0;0;0;"4";0;2;117.94;0;0;117.94;117.94;117.94;"4";"?";2;0;0;0;0;0;0;0;117.94;0;0;0;0;0;0;0
2928;59;250;0;0;0;"4";0;1;59.21;0;0;59.21;59.21;59.21;"4";"?";1;0;0;0;0;0;0;0;59.21;0;0;0;0;0;0;0
2928;59;389;0;0;0;"4";0;2;116.55;0;0;116.55;116.55;116.55;"4";"?";0;2;0;0;0;0;0;0;0;116.55;0;0;0;0;0;0
2928;59;390;0;0;0;"4";0;2;116.55;0;0;116.55;116.55;116.55;"4";"?";0;2;0;0;0;0;0;0;0;116.55;0;0;0;0;0;0
2928;59;542;0;0;0;"4";0;2;200.62;0;0;200.62;200.62;200.62;"4";"?";2;0;0;0;0;0;0;0;200.62;0;0;0;0;0;0;0
2928;59;547;0;0;0;"4";0;2;200.61;0;0;200.61;200.61;200.61;"4";"?";2;0;0;0;0;0;0;0;200.61;0;0;0;0;0;0;0
2928;59;792;0;0;0;"4";0;7;436.03;0;0;436.03;436.03;436.03;"4";"?";7;0;0;0;0;0;0;0;436.03;0;0;0;0;0;0;0
2928;59;873;0;0;0;"4";0;1;92.39;0;0;92.39;92.39;92.39;"4";"?";1;0;0;0;0;0;0;0;92.39;0;0;0;0;0;0;0
2928;59;876;0;0;0;"4";0;1;98.02;0;0;98.02;98.02;98.02;"4";"?";1;0;0;0;0;0;0;0;98.02;0;0;0;0;0;0;0
2928;59;995;0;0;0;"2";6;0;0;123.17;123.17;0;123.17;123.17;"2";"?";0;0;6;0;0;0;0;0;0;0;123.17;0;0;0;0;0
2929;59;163;0;0;0;"3";0;3;421.48;211.53;0;209.95;316.51;316.51;"3";"-";6;0;3;0;0;0;0;0;421.48;0;211.53;0;0;0;0;0
2929;59;388;0;0;0;"4";0;1;62.30;0;0;62.30;62.30;62.30;"4";"?";1;0;0;0;0;0;0;0;62.30;0;0;0;0;0;0;0
2929;59;389;0;0;0;"4";0;1;62.30;0;0;62.30;62.30;62.30;"4";"?";1;0;0;0;0;0;0;0;62.30;0;0;0;0;0;0;0
2929;59;792;0;0;0;"4";0;1;62.29;0;0;62.29;62.29;62.29;"4";"?";1;0;0;0;0;0;0;0;62.29;0;0;0;0;0;0;0
2929;59;3357;0;0;0;"2";3;0;0;135.87;135.87;0;135.87;135.87;"2";"?";0;0;3;0;0;0;0;0;0;0;135.87;0;0;0;0;0
2929;59;3358;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2929;59;3359;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2932;59;163;0;0;0;"4";0;3;210.37;0;0;210.37;210.37;210.37;"4";"?";3;0;0;0;0;0;0;0;210.37;0;0;0;0;0;0;0
2932;59;542;0;0;0;"4";0;2;200.42;0;0;200.42;200.42;200.42;"4";"?";2;0;0;0;0;0;0;0;200.42;0;0;0;0;0;0;0
2932;59;651;0;0;0;"4";0;1;68.21;0;0;68.21;68.21;68.21;"4";"?";1;0;0;0;0;0;0;0;68.21;0;0;0;0;0;0;0
2933;15;23;0;0;0;"4";0;1;100.32;0;0;100.32;100.32;100.32;"4";"?";1;0;0;0;0;0;0;0;100.32;0;0;0;0;0;0;0
2933;15;25;0;0;0;"4";0;1;100.32;0;0;100.32;100.32;100.32;"4";"?";1;0;0;0;0;0;0;0;100.32;0;0;0;0;0;0;0
2933;15;26;0;0;0;"4";0;1;100.32;0;0;100.32;100.32;100.32;"4";"?";1;0;0;0;0;0;0;0;100.32;0;0;0;0;0;0;0
2933;15;163;0;0;0;"4";0;24;1682.10;0;0;1682.10;1682.10;1682.10;"4";"?";24;0;0;0;0;0;0;0;1682.10;0;0;0;0;0;0;0
2933;15;184;0;0;0;"2";2;0;0;137.28;137.28;0;137.28;137.28;"2";"?";0;0;2;0;0;0;0;0;0;0;137.28;0;0;0;0;0
2933;15;203;0;0;0;"1";1;0;169.14;224.03;54.89;0;237.75;237.75;"1";"+";0;3;4;0;0;0;0;0;0;169.14;224.03;0;0;0;0;0
2933;15;242;0;0;0;"2";1;0;0;50.01;50.01;0;50.01;50.01;"2";"?";0;0;1;0;0;0;0;0;0;0;50.01;0;0;0;0;0
2933;15;244;0;0;0;"2";1;0;0;50.02;50.02;0;50.02;50.02;"2";"?";0;0;1;0;0;0;0;0;0;0;50.02;0;0;0;0;0
2933;15;250;0;0;0;"2";1;0;0;50.02;50.02;0;50.02;50.02;"2";"?";0;0;1;0;0;0;0;0;0;0;50.02;0;0;0;0;0
2933;15;285;0;0;0;"4";0;1;66.32;0;0;66.32;66.32;66.32;"4";"?";1;0;0;0;0;0;0;0;66.32;0;0;0;0;0;0;0
2933;15;287;0;0;0;"4";0;1;66.31;0;0;66.31;66.31;66.31;"4";"?";1;0;0;0;0;0;0;0;66.31;0;0;0;0;0;0;0
2933;15;292;0;0;0;"4";0;1;97.53;0;0;97.53;97.53;97.53;"4";"?";1;0;0;0;0;0;0;0;97.53;0;0;0;0;0;0;0
2933;15;388;0;0;0;"4";0;1;62.24;0;0;62.24;62.24;62.24;"4";"?";1;0;0;0;0;0;0;0;62.24;0;0;0;0;0;0;0
2933;15;389;0;0;0;"4";0;1;62.25;0;0;62.25;62.25;62.25;"4";"?";1;0;0;0;0;0;0;0;62.25;0;0;0;0;0;0;0
2933;15;390;0;0;0;"4";0;1;62.25;0;0;62.25;62.25;62.25;"4";"?";1;0;0;0;0;0;0;0;62.25;0;0;0;0;0;0;0
2933;15;545;0;0;0;"4";0;2;200.62;0;0;200.62;200.62;200.62;"4";"?";2;0;0;0;0;0;0;0;200.62;0;0;0;0;0;0;0
2933;15;548;0;0;0;"4";0;1;100.31;0;0;100.31;100.31;100.31;"4";"?";1;0;0;0;0;0;0;0;100.31;0;0;0;0;0;0;0
2933;15;651;0;0;0;"4";0;1;68.28;0;0;68.28;68.28;68.28;"4";"?";1;0;0;0;0;0;0;0;68.28;0;0;0;0;0;0;0
2933;15;792;0;0;0;"4";0;1;62.24;0;0;62.24;62.24;62.24;"4";"?";1;0;0;0;0;0;0;0;62.24;0;0;0;0;0;0;0
2933;15;3305;0;0;0;"1";0;0;68.28;68.63;0.35;0;68.72;68.72;"1";"+";1;0;1;0;0;0;0;0;68.28;0;68.63;0;0;0;0;0
2934;1;177;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2934;1;178;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2934;1;180;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2934;1;182;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2934;1;184;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2934;1;651;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2935;3;163;0;0;0;"4";0;60;3667.25;0;0;3667.25;3667.25;3667.25;"4";"?";0;60;0;0;0;0;0;0;0;3667.25;0;0;0;0;0;0
2935;3;178;0;0;0;"4";0;12;721.33;0;0;721.33;721.33;721.33;"4";"?";12;0;0;0;0;0;0;0;721.33;0;0;0;0;0;0;0
2935;3;180;0;0;0;"4";0;12;721.33;0;0;721.33;721.33;721.33;"4";"?";12;0;0;0;0;0;0;0;721.33;0;0;0;0;0;0;0
2935;3;182;0;0;0;"4";0;12;721.32;0;0;721.32;721.32;721.32;"4";"?";12;0;0;0;0;0;0;0;721.32;0;0;0;0;0;0;0
2935;3;183;0;0;0;"4";0;12;721.33;0;0;721.33;721.33;721.33;"4";"?";12;0;0;0;0;0;0;0;721.33;0;0;0;0;0;0;0
2935;3;593;0;0;0;"4";0;24;1442.66;0;0;1442.66;1442.66;1442.66;"4";"?";24;0;0;0;0;0;0;0;1442.66;0;0;0;0;0;0;0
2935;3;651;0;0;0;"4";0;36;2163.98;0;0;2163.98;2163.98;2163.98;"4";"?";36;0;0;0;0;0;0;0;2163.98;0;0;0;0;0;0;0
2935;3;3283;0;0;0;"4";0;4;319.83;0;0;319.83;319.83;319.83;"4";"?";0;4;0;0;0;0;0;0;0;319.83;0;0;0;0;0;0
2935;3;3284;0;0;0;"4";0;8;639.64;0;0;639.64;639.64;639.64;"4";"?";0;8;0;0;0;0;0;0;0;639.64;0;0;0;0;0;0
2935;3;3285;0;0;0;"4";0;8;639.65;0;0;639.65;639.65;639.65;"4";"?";0;8;0;0;0;0;0;0;0;639.65;0;0;0;0;0;0
2935;3;3286;0;0;0;"4";0;4;319.83;0;0;319.83;319.83;319.83;"4";"?";0;4;0;0;0;0;0;0;0;319.83;0;0;0;0;0;0
2936;3;241;0;0;0;"2";170;0;0;1173;1173;0;1173;1173;"2";"?";0;0;170;0;0;0;0;0;0;0;1173;0;0;0;0;0
2936;3;296;0;0;0;"2";10;0;0;789;789;0;789;789;"2";"?";0;0;10;0;0;0;0;0;0;0;789;0;0;0;0;0
2936;3;949;0;0;0;"2";5;0;0;1149.50;1149.50;0;1149.50;1149.50;"2";"?";0;0;5;0;0;0;0;0;0;0;1149.50;0;0;0;0;0
2936;3;950;0;0;0;"2";7;0;0;1609.30;1609.30;0;1609.30;1609.30;"2";"?";0;0;7;0;0;0;0;0;0;0;1609.30;0;0;0;0;0
2936;3;951;0;0;0;"2";4;0;0;919.60;919.60;0;919.60;919.60;"2";"?";0;0;4;0;0;0;0;0;0;0;919.60;0;0;0;0;0
2936;3;952;0;0;0;"2";4;0;0;919.60;919.60;0;919.60;919.60;"2";"?";0;0;4;0;0;0;0;0;0;0;919.60;0;0;0;0;0
2937;3;23;0;0;0;"4";0;1;90.19;0;0;90.19;90.19;90.19;"4";"?";0;1;0;0;0;0;0;0;0;90.19;0;0;0;0;0;0
2937;3;26;0;0;0;"4";0;1;90.20;0;0;90.20;90.20;90.20;"4";"?";0;1;0;0;0;0;0;0;0;90.20;0;0;0;0;0;0
2937;3;88;0;0;0;"4";0;1;130.31;0;0;130.31;130.31;130.31;"4";"?";0;1;0;0;0;0;0;0;0;130.31;0;0;0;0;0;0
2937;3;163;0;0;0;"4";0;12;769.41;0;0;769.41;384.71;384.71;"4";"-";6;6;0;0;0;0;0;0;390.82;378.59;0;0;0;0;0;0
2937;3;180;0;0;0;"4";0;2;130.28;0;0;130.28;130.28;130.28;"4";"?";2;0;0;0;0;0;0;0;130.28;0;0;0;0;0;0;0
2937;3;292;0;0;0;"4";0;1;92.18;0;0;92.18;92.18;92.18;"4";"?";0;1;0;0;0;0;0;0;0;92.18;0;0;0;0;0;0
2937;3;318;0;0;0;"4";0;1;185.48;0;0;185.48;185.48;185.48;"4";"?";0;1;0;0;0;0;0;0;0;185.48;0;0;0;0;0;0
2937;3;413;0;0;0;"4";0;2;80.05;0;0;80.05;80.05;80.05;"4";"?";0;2;0;0;0;0;0;0;0;80.05;0;0;0;0;0;0
2937;3;414;0;0;0;"4";0;2;80.05;0;0;80.05;80.05;80.05;"4";"?";0;2;0;0;0;0;0;0;0;80.05;0;0;0;0;0;0
2937;3;608;0;0;0;"4";0;8;665.28;0;0;665.28;665.28;665.28;"4";"?";0;8;0;0;0;0;0;0;0;665.28;0;0;0;0;0;0
2937;3;3112;0;0;0;"4";0;2;80.05;0;0;80.05;80.05;80.05;"4";"?";0;2;0;0;0;0;0;0;0;80.05;0;0;0;0;0;0
